iter	Passed	Remaining
825	86509	227689
826	86615	227588
827	86719	227482
828	86824	227376
829	86928	227270
830	87033	227165
831	87137	227060
832	87242	226955
833	87345	226846
834	87450	226742
835	87551	226629
836	87656	226525
837	87759	226415
838	87865	226314
839	87969	226206
840	88071	226096
841	88177	225993
842	88281	225888
843	88387	225786
844	88493	225684
845	88597	225577
846	88702	225473
847	88806	225367
848	88910	225261
849	89013	225152
850	89117	225046
851	89222	224940
852	89326	224833
853	89432	224733
854	89535	224622
855	89639	224518
856	89743	224411
857	89849	224308
858	89952	224200
859	90057	224097
860	90162	223991
861	90267	223888
862	90370	223779
863	90476	223677
864	90579	223568
865	90683	223463
866	90787	223357
867	90891	223250
868	90995	223143
869	91101	223040
870	91205	222935
871	91309	222827
872	91414	222723
873	91517	222615
874	91620	222506
875	91725	222402
876	91829	222297
877	91934	222192
878	92039	222089
879	92143	221981
880	92247	221876
881	92351	221768
882	92455	221663
883	92559	221556
884	92663	221450
885	92768	221347
886	92874	221243
887	92978	221138
888	93083	221034
889	93188	220931
890	93293	220825
891	93398	220722
892	93501	220612
893	93605	220507
894	93711	220405
895	93815	220298
896	93920	220195
897	94024	220088
898	94130	219986
899	94234	219880
900	94338	219774
901	94442	219668
902	94548	219564
903	94651	219457
904	94756	219354
905	94861	219248
906	94967	219146
907	95072	219043
908	95177	218939
909	95281	218834
910	95385	218725
911	95487	218617
912	95592	218511
913	95694	218402
914	95798	218294
915	95903	218191
916	96008	218087
917	96113	217983
918	96219	217881
919	96323	217774
920	96428	217669
921	96532	217564
922	96638	217462
923	96743	217358
924	96847	217253
925	96950	217144
926	97055	217040
927	97160	216935
928	97264	216830
929	97370	216727
930	97475	216624
931	97578	216515
932	97683	216412
933	97788	216306
934	97893	216203
935	97996	216095
936	98101	215990
937	98205	215884
938	98310	215781
939	98417	215679
940	98522	215576
941	98626	215469
942	98731	215366
943	98835	215260
944	98941	215157
945	99044	215050
946	99149	214946
947	99254	214841
948	99358	214736
949	99462	214629
950	99567	214525
951	99671	214420
952	99776	214314
953	99880	214209
954	99984	214103
955	100088	213996
956	100194	213894
957	100297	213787
958	100403	213684
959	100506	213575
960	100610	213469
961	100714	213364
962	100820	213261
963	100923	213154
964	101029	213050
965	101132	212944
966	101242	212850
967	101345	212741
968	101450	212636
969	101553	212529
970	101658	212425
971	101762	212320
972	101869	212220
973	101974	212114
974	102078	212008
975	102181	211900
976	102286	211796
977	102390	211690
978	102495	211587
979	102600	211482
980	102707	211382
981	102811	211276
982	102915	211170
983	103019	211064
984	103123	210959
985	103226	210849
986	103331	210746
987	103436	210642
988	103541	210538
989	103648	210437
990	103752	210332
991	103858	210230
992	103964	210127
993	104069	210024
994	104173	209918
995	104278	209813
996	104383	209708
997	104489	209606
998	104593	209500
999	104699	209398
1000	104802	209291
1001	104907	209187
1002	105010	209079
1003	105116	208977
1004	105219	208867
1005	105324	208763
1006	105428	208657
1007	105533	208554
1008	105638	208449
1009	105743	208345
1010	105846	208238
1011	105952	208135
1012	106056	208030
1013	106162	207928
1014	106267	207823
1015	106373	207721
1016	106477	207615
1017	106582	207511
1018	106685	207402
1019	106791	207300
1020	106893	207190
1021	106996	207082
1022	107101	206979
1023	107206	206875
1024	107313	206773
1025	107417	206668
1026	107522	206564
1027	107626	206459
1028	107731	206353
1029	107835	206247
1030	107940	206144
1031	108044	206038
1032	108151	205938
1033	108257	205835
1034	108362	205731
1035	108467	205626
1036	108573	205524
1037	108677	205418
1038	108783	205316
1039	108888	205212
1040	108994	205111
1041	109098	205005
1042	109204	204903
1043	109309	204797
1044	109414	204694
1045	109518	204588
1046	109624	204485
1047	109728	204378
1048	109834	204277
1049	109939	204173
1050	110045	204070
1051	110150	203966
1052	110255	203863
1053	110359	203757
1054	110464	203651
1055	110568	203546
1056	110673	203441
1057	110779	203339
1058	110886	203238
1059	110990	203132
1060	111094	203027
1061	111198	202921
1062	111303	202817
1063	111407	202711
1064	111513	202608
1065	111616	202501
1066	111721	202397
1067	111827	202295
1068	111932	202190
1069	112035	202082
1070	112141	201980
1071	112246	201875
1072	112350	201770
1073	112454	201664
1074	112560	201561
1075	112665	201458
1076	112771	201356
1077	112877	201252
1078	112982	201148
1079	113086	201042
1080	113192	200939
1081	113296	200834
1082	113402	200732
1083	113507	200628
1084	113612	200522
1085	113714	200414
1086	113820	200310
1087	113926	200208
1088	114031	200105
1089	114137	200002
1090	114244	199901
1091	114347	199793
1092	114451	199688
1093	114555	199581
1094	114662	199481
1095	114768	199378
1096	114875	199277
1097	114978	199170
1098	115082	199064
1099	115185	198957
1100	115291	198854
1101	115395	198748
1102	115501	198646
1103	115606	198542
1104	115712	198439
1105	115816	198332
1106	115922	198231
1107	116027	198125
1108	116132	198021
1109	116236	197916
1110	116341	197811
1111	116446	197707
1112	116553	197607
1113	116658	197501
1114	116764	197399
1115	116869	197295
1116	116975	197192
1117	117080	197089
1118	117186	196986
1119	117291	196881
1120	117395	196776
1121	117500	196671
1122	117606	196568
1123	117711	196464
1124	117817	196362
1125	117923	196259
1126	118028	196154
1127	118132	196049
1128	118237	195946
1129	118341	195840
1130	118448	195738
1131	118552	195632
1132	118658	195529
1133	118762	195424
1134	118868	195320
1135	118973	195217
1136	119078	195113
1137	119182	195006
1138	119288	194903
1139	119392	194798
1140	119497	194693
1141	119602	194589
1142	119707	194485
1143	119811	194380
1144	119916	194275
1145	120021	194170
1146	120126	194066
1147	120230	193961
1148	120336	193858
1149	120442	193755
1150	120548	193652
1151	120652	193546
1152	120757	193442
1153	120862	193337
1154	120967	193233
1155	121070	193126
1156	121175	193022
1157	121280	192916
1158	121384	192811
1159	121489	192707
1160	121592	192600
1161	121698	192497
1162	121803	192393
1163	121910	192291
1164	122014	192186
1165	122120	192082
1166	122224	191977
1167	122329	191872
1168	122434	191769
1169	122540	191665
1170	122643	191558
1171	122748	191453
1172	122853	191349
1173	122958	191245
1174	123065	191143
1175	123170	191039
1176	123274	190934
1177	123379	190829
1178	123482	190722
1179	123588	190618
1180	123692	190512
1181	123798	190410
1182	123904	190307
1183	124010	190205
1184	124114	190099
1185	124219	189995
1186	124324	189890
1187	124438	189800
1188	124544	189696
1189	124649	189592
1190	124752	189486
1191	124860	189386
1192	124966	189282
1193	125071	189178
1194	125175	189072
1195	125278	188965
1196	125383	188860
1197	125490	188759
1198	125593	188652
1199	125699	188549
1200	125805	188445
1201	125911	188343
1202	126017	188240
1203	126122	188136
1204	126226	188030
1205	126332	187928
1206	126436	187821
1207	126541	187716
1208	126645	187610
1209	126750	187506
1210	126854	187401
1211	126963	187302
1212	127067	187197
1213	127172	187092
1214	127278	186989
1215	127384	186886
1216	127489	186782
1217	127594	186677
1218	127698	186571
1219	127803	186467
1220	127908	186363
1221	128015	186261
1222	128120	186157
1223	128227	186055
1224	128331	185949
1225	128435	185844
1226	128540	185739
1227	128646	185636
1228	128750	185529
1229	128855	185425
1230	128960	185321
1231	129067	185219
1232	129169	185112
1233	129275	185008
1234	129381	184906
1235	129489	184804
1236	129593	184699
1237	129698	184594
1238	129803	184490
1239	129908	184386
1240	130014	184283
1241	130120	184180
1242	130224	184074
1243	130330	183971
1244	130433	183864
1245	130540	183762
1246	130645	183658
1247	130751	183554
1248	130855	183448
1249	130961	183345
1250	131064	183238
1251	131169	183134
1252	131274	183030
1253	131380	182927
1254	131485	182822
1255	131590	182718
1256	131693	182610
1257	131797	182505
1258	131903	182401
1259	132008	182296
1260	132115	182196
1261	132220	182091
1262	132326	181987
1263	132430	181881
1264	132536	181778
1265	132639	181671
1266	132746	181570
1267	132851	181466
1268	132958	181363
1269	133062	181258
1270	133168	181154
1271	133271	181048
1272	133377	180944
1273	133481	180839
1274	133588	180737
1275	133692	180631
1276	133796	180526
1277	133901	180421
1278	134006	180316
1279	134111	180212
1280	134217	180109
1281	134321	180003
1282	134427	179900
1283	134532	179795
1284	134638	179692
1285	134744	179589
1286	134851	179487
1287	134955	179382
1288	135060	179276
1289	135163	179170
1290	135269	179066
1291	135374	178963
1292	135480	178859
1293	135585	178754
1294	135689	178649
1295	135792	178542
1296	135900	178441
1297	136006	178338
1298	136113	178235
1299	136217	178130
1300	136321	178024
1301	136425	177919
1302	136531	177815
1303	136635	177710
1304	136739	177604
1305	136843	177497
1306	136948	177394
1307	137053	177289
1308	137160	177187
1309	137265	177083
1310	137371	176979
1311	137475	176874
1312	137580	176769
1313	137685	176665
1314	137791	176562
1315	137897	176458
1316	138003	176355
1317	138109	176251
1318	138215	176149
1319	138321	176045
1320	138428	175943
1321	138532	175837
1322	138638	175734
1323	138743	175629
1324	138848	175525
1325	138952	175420
1326	139057	175314
1327	139160	175208
1328	139266	175105
1329	139372	175001
1330	139477	174897
1331	139581	174791
1332	139686	174686
1333	139791	174582
1334	139897	174479
1335	140002	174374
1336	140108	174270
1337	140212	174165
1338	140318	174061
1339	140422	173955
1340	140528	173852
1341	140632	173747
1342	140738	173643
1343	140841	173536
1344	140947	173433
1345	141053	173329
1346	141158	173225
1347	141262	173119
1348	141367	173014
1349	141472	172910
1350	141577	172806
1351	141680	172699
1352	141786	172595
1353	141891	172491
1354	141997	172387
1355	142102	172283
1356	142209	172181
1357	142313	172076
1358	142418	171970
1359	142523	171866
1360	142629	171763
1361	142733	171658
1362	142839	171553
1363	142945	171450
1364	143050	171345
1365	143154	171240
1366	143259	171136
1367	143364	171031
1368	143467	170924
1369	143573	170821
1370	143679	170717
1371	143787	170616
1372	143891	170510
1373	143996	170406
1374	144101	170301
1375	144207	170198
1376	144311	170092
1377	144416	169987
1378	144520	169882
1379	144626	169779
1380	144729	169672
1381	144835	169568
1382	144939	169463
1383	145046	169360
1384	145150	169254
1385	145255	169150
1386	145359	169044
1387	145464	168940
1388	145569	168835
1389	145675	168731
1390	145779	168625
1391	145885	168522
1392	145990	168418
1393	146096	168314
1394	146200	168209
1395	146305	168104
1396	146409	167998
1397	146514	167894
1398	146619	167789
1399	146723	167683
1400	146826	167577
1401	146933	167474
1402	147038	167370
1403	147141	167263
1404	147248	167160
1405	147353	167056
1406	147459	166952
1407	147562	166845
1408	147667	166741
1409	147773	166637
1410	147878	166533
1411	147982	166428
1412	148088	166324
1413	148193	166220
1414	148299	166116
1415	148404	166011
1416	148508	165906
1417	148614	165802
1418	148722	165701
1419	148828	165597
1420	148933	165493
1421	149039	165389
1422	149142	165283
1423	149248	165179
1424	149353	165074
1425	149458	164969
1426	149564	164866
1427	149667	164760
1428	149771	164654
1429	149876	164549
1430	149981	164445
1431	150086	164340
1432	150191	164236
1433	150295	164130
1434	150401	164026
1435	150504	163920
1436	150609	163814
1437	150714	163711
1438	150817	163604
1439	150923	163500
1440	151028	163396
1441	151134	163292
1442	151238	163187
1443	151343	163082
1444	151446	162975
1445	151552	162871
1446	151656	162766
1447	151762	162662
1448	151867	162558
1449	151973	162454
1450	152077	162349
1451	152183	162244
1452	152286	162138
1453	152389	162032
1454	152495	161928
1455	152599	161822
1456	152702	161716
1457	152808	161611
1458	152912	161506
1459	153019	161403
1460	153124	161299
1461	153230	161195
1462	153334	161090
1463	153439	160986
1464	153545	160881
1465	153651	160778
1466	153754	160672
1467	153859	160566
1468	153964	160463
1469	154072	160361
1470	154176	160255
1471	154283	160152
1472	154387	160047
1473	154493	159943
1474	154597	159837
1475	154703	159734
1476	154807	159628
1477	154912	159524
1478	155017	159419
1479	155123	159315
1480	155226	159209
1481	155331	159104
1482	155437	159000
1483	155541	158895
1484	155645	158789
1485	155750	158685
1486	155854	158579
1487	155960	158475
1488	156066	158372
1489	156171	158268
1490	156276	158162
1491	156381	158058
1492	156485	157953
1493	156591	157849
1494	156696	157744
1495	156802	157640
1496	156907	157536
1497	157015	157434
1498	157119	157328
1499	157225	157225
1500	157329	157119
1501	157433	157014
1502	157538	156909
1503	157643	156805
1504	157748	156700
1505	157854	156596
1506	157957	156489
1507	158062	156385
1508	158167	156280
1509	158273	156177
1510	158378	156072
1511	158483	155967
1512	158587	155862
1513	158691	155756
1514	158795	155650
1515	158899	155545
1516	159003	155440
1517	159108	155335
1518	159213	155230
1519	159316	155123
1520	159421	155019
1521	159525	154913
1522	159630	154808
1523	159735	154704
1524	159840	154600
1525	159945	154495
1526	160052	154392
