iter	Logloss
171	0.4649348837
172	0.4648675542
173	0.4647366813
174	0.4645639465
175	0.4644474811
176	0.4643095317
177	0.4642489778
178	0.4641403309
179	0.4639889701
180	0.4638609494
181	0.4637898039
182	0.4637104722
183	0.4636455699
184	0.4635433993
185	0.4634558195
186	0.4632774925
187	0.4632222196
188	0.4631670006
189	0.463029115
190	0.462943579
191	0.4628910593
192	0.46279012
193	0.4627269674
194	0.4625778659
195	0.462520452
196	0.46237484
197	0.4622701461
198	0.4622188009
199	0.4621682752
200	0.4621219593
201	0.4619717976
202	0.4618962901
203	0.4618217986
204	0.4617421006
205	0.4616111777
206	0.4615222087
207	0.4614470526
208	0.4613811299
209	0.461267434
210	0.4611747215
211	0.4611075454
212	0.4610268319
213	0.4609345166
214	0.460869272
215	0.4607886247
216	0.460712092
217	0.4605419398
218	0.4604979332
219	0.4603253007
220	0.4602456774
221	0.460138014
222	0.4600854121
223	0.4600036083
224	0.4599395238
225	0.4598926622
226	0.4597764517
227	0.4597144305
228	0.4595580045
229	0.4594561346
230	0.4593952134
231	0.4592895667
232	0.4591597662
233	0.4590901791
234	0.4590316729
235	0.4589377912
236	0.4588091211
237	0.4587582106
238	0.4586353788
239	0.458526027
240	0.4584466724
241	0.4583356343
242	0.4582812706
243	0.4581725872
244	0.4580696183
245	0.4579125082
246	0.457860033
247	0.4577133279
248	0.4575989495
249	0.4575023789
250	0.4573853192
251	0.4573420797
252	0.4572039743
253	0.4571148802
254	0.457031634
255	0.4569890964
256	0.456944809
257	0.4568049012
258	0.4566479596
259	0.4565794891
260	0.4564629769
261	0.4564011095
262	0.4562516272
263	0.4561406781
264	0.4560428794
265	0.4559221552
266	0.45577981
267	0.4556752883
268	0.4556279123
269	0.4554795395
270	0.4554066708
271	0.4553325213
272	0.4552174448
273	0.4551521211
274	0.4550504431
275	0.4549389153
276	0.4548916319
277	0.4547666866
278	0.4546584656
279	0.454548665
280	0.4544431888
281	0.4543840287
282	0.4543011654
283	0.454173761
284	0.4541297781
285	0.4540576888
286	0.4540172014
287	0.4539538879
288	0.4538813561
289	0.4538224491
290	0.4537292077
291	0.4536150123
292	0.4535367125
293	0.4534400937
294	0.4533747582
295	0.4532393027
296	0.4530502117
297	0.4529887066
298	0.4528698272
299	0.452747708
300	0.4527033577
301	0.4526602626
302	0.4525353536
303	0.4524361613
304	0.452391236
305	0.4523405215
306	0.4523041516
307	0.4522264299
308	0.4521665192
309	0.4520987808
310	0.452058713
311	0.4519243611
312	0.4518180102
313	0.4516252353
314	0.4515184462
315	0.4514296252
316	0.4513583902
317	0.4512990663
318	0.4512321483
319	0.4511618215
320	0.4511001728
321	0.4510071248
322	0.4508733317
323	0.4508089001
324	0.4507517325
325	0.4506917247
326	0.450600117
327	0.4505536071
328	0.4504222764
329	0.4503911002
330	0.4503059086
331	0.4501422037
332	0.4500994012
333	0.4500211803
334	0.449883962
335	0.4497902044
336	0.4497553997
337	0.449613023
338	0.449550108
339	0.4494787434
340	0.4494493937
341	0.4494058245
342	0.4493616601
343	0.4493253594
344	0.4492790155
345	0.4491727882
346	0.4490893209
347	0.449001912
348	0.4489692841
349	0.4489303377
350	0.4488986794
351	0.4488676481
352	0.4488379278
353	0.4487439945
354	0.4486205811
355	0.448548534
356	0.4484740579
357	0.4484004475
358	0.4483220772
359	0.4482822502
360	0.4481750674
361	0.4481042446
362	0.4480503855
363	0.4479889213
364	0.4479317075
365	0.4478749977
366	0.4477624254
367	0.4477278359
368	0.447669776
369	0.4475482354
370	0.4475138224
371	0.4474352354
372	0.4473924609
373	0.4473558328
374	0.4473236429
375	0.4472359907
376	0.4472122506
377	0.4470945966
378	0.4469652411
379	0.446880107
380	0.4468331442
381	0.4467782133
382	0.446749483
383	0.4466620219
384	0.4466341528
385	0.4465179427
386	0.4463839931
387	0.446314539
388	0.4462644445
389	0.4462307427
390	0.4461974614
391	0.4460691119
392	0.4460404714
393	0.4460114213
394	0.4458497521
395	0.4458031953
396	0.445779328
397	0.445674054
398	0.4456243034
399	0.4455603063
400	0.4455317013
401	0.4454303743
402	0.4453980278
403	0.445343962
404	0.4453032675
405	0.4452754179
406	0.4452450761
407	0.4452187473
408	0.445186174
409	0.4451402776
410	0.4450934271
411	0.4450622663
412	0.4449033164
413	0.4448506439
414	0.4447600522
415	0.4447211708
416	0.4446674446
417	0.4446419963
418	0.4446117329
419	0.4445842536
420	0.4444848877
421	0.444457074
422	0.4444340173
423	0.4444085866
424	0.4443471385
425	0.4442880036
426	0.4442613684
427	0.4441664475
428	0.4441319147
429	0.4440988326
430	0.4440789035
431	0.4440019411
432	0.4439523865
433	0.4438958053
434	0.4437844784
435	0.4437331954
436	0.4436982789
437	0.4436720801
438	0.4435625935
439	0.4434634824
440	0.4434432894
441	0.4434075489
442	0.4433801575
443	0.4433532598
444	0.4432574093
445	0.4432355158
446	0.4431576462
447	0.4430004785
448	0.4429393475
449	0.4429061424
450	0.4428582915
451	0.4428280793
452	0.442776477
453	0.4427521209
454	0.4425695874
455	0.4425469383
456	0.4425159273
457	0.4423710314
458	0.4423221431
459	0.4422922902
460	0.4422658587
461	0.442240804
462	0.4422114126
463	0.4420576565
464	0.4420247804
465	0.4419979956
466	0.4419715539
467	0.4418988227
468	0.4418784694
469	0.4418474089
470	0.4418280576
471	0.4418009899
472	0.4417745933
473	0.4417241891
474	0.4416801194
475	0.4415908619
476	0.44152037
477	0.4414994368
478	0.4414727095
479	0.4414453004
480	0.441423125
481	0.4413979278
482	0.4412917941
483	0.441268464
484	0.4412412884
485	0.4412167869
486	0.4411244324
487	0.4410094718
488	0.4409174401
489	0.4408917916
490	0.4408691517
491	0.4408147717
492	0.4407938392
493	0.4407053089
494	0.4405335769
495	0.4404823904
496	0.4404561302
497	0.4403884523
498	0.4402906865
499	0.440160882
500	0.4400910087
501	0.4400671047
502	0.4399794171
503	0.4399306369
504	0.4399037795
505	0.4397910463
506	0.4397272895
507	0.4396659088
508	0.4396275884
509	0.4395335924
510	0.4394394385
511	0.4394028135
512	0.4393677962
513	0.4393215774
514	0.4392700395
515	0.4392492056
516	0.4391311615
517	0.4391144334
518	0.439090255
519	0.4390274417
520	0.4388993395
521	0.4388105353
522	0.4386608315
523	0.438510271
524	0.4384100658
525	0.4383887711
526	0.4382985797
527	0.4381993954
528	0.4381059619
529	0.4380501222
530	0.4379646111
531	0.4378553417
532	0.437838557
533	0.4378146049
534	0.4377504544
535	0.43762639
536	0.4376008722
537	0.4375754234
538	0.4375565536
539	0.4375195547
540	0.4374520958
541	0.4374126761
542	0.4373315168
543	0.4372538612
544	0.4372273315
545	0.4371385913
546	0.4370471184
547	0.4369970443
548	0.4369620717
549	0.4369182421
550	0.4368898236
551	0.4367999907
552	0.4367649418
553	0.4366846406
554	0.4366553376
555	0.4366165227
556	0.4365823085
557	0.4364616393
558	0.436423266
559	0.4364013671
560	0.4363797223
561	0.4362885029
562	0.43621462
563	0.4361077122
564	0.4359829428
565	0.43592422
566	0.4359034323
567	0.4358796446
568	0.4357853502
569	0.4357427032
570	0.4356402999
571	0.4356172883
572	0.4355099245
573	0.4354620417
574	0.4354366031
575	0.4354119532
576	0.4353902353
577	0.4353684119
578	0.4353151637
579	0.4352542544
580	0.4352297255
581	0.4352084837
582	0.4350519577
583	0.4349810685
584	0.4349450461
585	0.4349053836
586	0.4348565649
587	0.4347695428
588	0.4347535064
589	0.4346585555
590	0.4345930961
591	0.4345176989
592	0.4344967032
593	0.4343852984
594	0.4343330518
595	0.4342407863
596	0.4342191678
597	0.4341842885
598	0.4340938989
599	0.4339515296
600	0.4339030347
601	0.4338664609
602	0.433783786
603	0.4337513263
604	0.433684023
605	0.433623304
606	0.4335985288
607	0.4335640083
608	0.4334718898
609	0.4333966207
610	0.4333782504
611	0.4333539205
612	0.4333321877
613	0.4332642663
614	0.4332425073
615	0.4332201195
616	0.4330909854
617	0.4330519759
618	0.4329386091
619	0.4329162536
620	0.4328625662
621	0.432754806
622	0.4327292099
623	0.4326385161
624	0.4325503124
625	0.4324776581
626	0.4323984732
627	0.432362427
628	0.432285304
629	0.4321988314
630	0.4321821969
631	0.4321094654
632	0.4319892586
633	0.4319702694
634	0.4319511807
635	0.4318877648
636	0.4318546245
637	0.4318059696
638	0.4317766062
639	0.4317532695
640	0.4316866212
641	0.4316661557
642	0.4316291919
643	0.431577879
644	0.4315521013
645	0.4314939419
646	0.43147184
647	0.4313829318
648	0.4313378354
649	0.4313029889
650	0.4312510668
651	0.4311800721
652	0.4311405486
653	0.4311104072
654	0.4310613054
655	0.4309929317
656	0.4309718259
657	0.430949208
658	0.4309193001
659	0.4308806339
660	0.4308012236
661	0.4307785821
662	0.4307359436
663	0.430663408
664	0.4306389039
665	0.4306194491
666	0.4305988238
667	0.4304721436
668	0.4304146283
669	0.4303794361
670	0.4302198311
671	0.4301364981
672	0.4300884126
673	0.430069834
674	0.4300015958
675	0.4299396498
676	0.4298280179
677	0.42972159
678	0.4297063488
679	0.4296846689
680	0.4295524527
681	0.4295313289
682	0.4294759906
683	0.4294079585
684	0.4293617768
685	0.4293445103
686	0.4293258453
687	0.429222097
688	0.4291564699
689	0.4290897367
690	0.4289453555
691	0.4289251391
692	0.4288863047
693	0.4287538674
694	0.4286761675
695	0.4285752083
696	0.4285560444
697	0.4284967195
698	0.4284747233
699	0.4283959466
700	0.4283678212
701	0.428327039
702	0.4282789256
703	0.4282640987
704	0.4282214989
705	0.428197743
706	0.4281217915
707	0.4280294775
708	0.4280109712
709	0.4278901237
710	0.4278248027
711	0.4277507672
712	0.4276370376
713	0.4275274828
714	0.4274796136
715	0.4274282412
716	0.4273938033
717	0.4272852343
718	0.4272239232
719	0.4272043607
720	0.4271526883
721	0.4270645166
722	0.4269724134
723	0.4269085595
724	0.4268917613
725	0.4267996133
726	0.426720667
727	0.4265818507
728	0.4265291756
729	0.4264919066
730	0.4264690976
731	0.4264303239
732	0.4263734218
733	0.426290374
734	0.4262366585
735	0.4261791556
736	0.4261559648
737	0.4261000853
738	0.4260047682
739	0.4259889742
740	0.4259249219
741	0.4258944874
742	0.4258554707
743	0.4258325725
744	0.4257872367
745	0.4257431578
746	0.4256315514
747	0.4256117225
748	0.4255146242
749	0.4254987064
750	0.4253975285
751	0.4253384679
752	0.4253180572
753	0.4252992796
754	0.4251794753
755	0.4251465127
756	0.4251257855
757	0.4251035827
758	0.4249684199
759	0.4249477061
760	0.4248898583
761	0.4248417592
762	0.42473723
763	0.4245916725
764	0.4245584155
765	0.4245347106
766	0.4244891982
767	0.4244734646
768	0.4244515886
769	0.4243718142
770	0.4243203291
771	0.4241880096
772	0.4241389595
773	0.4241003784
774	0.4240567339
775	0.4240053717
776	0.4239104862
777	0.4238990186
778	0.4238835167
779	0.4238631853
780	0.4237971257
781	0.423730163
782	0.4236777057
783	0.4236468286
784	0.4236284517
785	0.4235411044
786	0.4234994139
787	0.4234805079
788	0.4233448911
789	0.4233214153
790	0.4232165337
791	0.4231408897
792	0.423039072
793	0.4230136677
794	0.4229932624
795	0.4229353043
796	0.4229081524
797	0.4227503143
798	0.4227338622
799	0.4227198541
800	0.4226366584
801	0.4226188405
802	0.4225931981
803	0.4225334173
804	0.4225140751
805	0.4224293886
806	0.4223985367
807	0.4223596841
808	0.4223424214
809	0.4222780621
810	0.4221833324
811	0.4221272931
812	0.4219986012
813	0.4219824414
814	0.4218732832
815	0.4218493069
816	0.4218295058
817	0.4217852585
818	0.4217709618
819	0.4217480101
820	0.4217003254
821	0.4216876992
822	0.4216496412
823	0.4216146367
824	0.4215414201
825	0.4214931585
826	0.4214633348
827	0.4213466773
828	0.4212714425
829	0.4212230278
830	0.4211839277
831	0.4210967713
832	0.4210834193
833	0.420970081
834	0.4209404734
835	0.4208702879
836	0.4207934938
837	0.4207694882
838	0.4207339157
839	0.4207115106
840	0.4206477074
841	0.4206225604
842	0.4205875602
843	0.4204118762
844	0.4203602063
845	0.4202686504
846	0.4202497115
847	0.4201500598
848	0.4200873709
849	0.4200332524
850	0.4200144838
851	0.4199208411
852	0.4198465784
853	0.4197478046
854	0.4197150847
855	0.4196241306
856	0.4195749435
857	0.4195596551
858	0.4195113558
859	0.4194939678
860	0.4194366827
861	0.4193283578
862	0.419308451
863	0.4192469892
864	0.4192319321
865	0.4191977407
866	0.4190976514
867	0.418999679
868	0.4189695981
869	0.4189400318
870	0.4188148925
871	0.4187846805
872	0.4187594995
873	0.4186475047
874	0.4185350318
875	0.4184372366
876	0.4184208312
877	0.4183965629
878	0.4183341445
879	0.4182633971
880	0.4182359289
881	0.4182175635
882	0.4181658922
883	0.4180521377
884	0.417965295
885	0.4178831926
886	0.4178522407
887	0.4178181371
888	0.4177335597
889	0.417711224
890	0.4176578396
891	0.4175375842
892	0.4175194273
893	0.4174844776
894	0.4174032424
895	0.4173776183
896	0.4172716829
897	0.4171737941
898	0.4171253718
899	0.4171073705
900	0.4170141618
901	0.4169425374
902	0.4169266327
903	0.4168808693
904	0.416813625
905	0.4167440343
906	0.4167038477
907	0.4166017508
908	0.4165849113
909	0.4165660272
910	0.4165264443
911	0.4164360027
912	0.4163263619
913	0.4162504679
914	0.4162370125
915	0.4162194762
916	0.4161646118
917	0.4161454366
918	0.4161274003
919	0.4160892394
920	0.4160566584
921	0.4159889598
922	0.4159124202
923	0.415816344
924	0.4158033289
925	0.4157335993
926	0.4156992956
927	0.4156492219
928	0.4155392629
929	0.4154541289
930	0.4153615831
931	0.4153502273
932	0.4153163818
933	0.4152789729
934	0.4152624403
935	0.4152194325
936	0.4151845676
937	0.4150883301
938	0.4149996568
939	0.4149384418
940	0.4149095773
941	0.4148187132
942	0.414787259
943	0.4147372373
944	0.4146909199
945	0.4146569181
946	0.4146391682
947	0.4145165671
948	0.4145014699
949	0.4144756393
950	0.4144185603
951	0.4143451242
952	0.4143271211
953	0.414269454
954	0.4141411796
955	0.4141180304
956	0.4140093852
957	0.4139893333
958	0.4138667127
959	0.4138426109
960	0.4137953692
961	0.413755047
962	0.4137012643
963	0.4136224688
964	0.4136068744
965	0.4135237265
966	0.413445806
967	0.4134294142
968	0.4134124905
969	0.4133734195
970	0.4133525107
971	0.4132513857
972	0.4131667225
973	0.4131286689
974	0.4130269068
975	0.4130127887
976	0.412988392
977	0.4129290439
978	0.412820926
979	0.4127638741
980	0.4126973837
981	0.4126532005
982	0.4126030431
983	0.4125872275
984	0.4125572987
985	0.4124871516
986	0.4123893577
987	0.4122873516
988	0.412245603
989	0.4121986496
990	0.4121455586
991	0.4121282249
992	0.412098482
993	0.4120707301
994	0.4119829474
995	0.4119410706
996	0.4118964079
997	0.4118599643
998	0.4118063969
999	0.4117306273
1000	0.4116701041
1001	0.4115599241
1002	0.4115416994
1003	0.4114962578
1004	0.4114333039
1005	0.4114042307
1006	0.4113669991
1007	0.4113082269
1008	0.4112922363
1009	0.4112554282
1010	0.4112000459
1011	0.4111833835
1012	0.4111652488
1013	0.4111314763
1014	0.4110916024
1015	0.4110575227
1016	0.4109908649
1017	0.4109734709
1018	0.4109554101
1019	0.4109036251
1020	0.4108574581
1021	0.4108079309
1022	0.4107500643
1023	0.4106819103
1024	0.4106622447
1025	0.4105876864
1026	0.410543586
1027	0.4105035407
1028	0.41045075
1029	0.4104169507
1030	0.4103738402
1031	0.4103467555
1032	0.4103120144
1033	0.4102349822
1034	0.4102022969
1035	0.4101126373
1036	0.4099044808
1037	0.4098326029
1038	0.4098070676
1039	0.4097905347
1040	0.4097616622
1041	0.40972892
1042	0.4096447048
1043	0.409615137
1044	0.4095831227
1045	0.409567344
1046	0.4094772736
1047	0.4094666316
1048	0.4094324293
1049	0.4093156466
1050	0.4092038079
1051	0.4091881293
1052	0.4090830241
1053	0.4090392674
1054	0.4089923418
1055	0.4089796928
1056	0.4089087334
1057	0.4088528358
1058	0.4088344862
1059	0.4087255519
1060	0.4086753642
1061	0.4085723281
1062	0.4084736005
1063	0.408356822
1064	0.4083372526
1065	0.4083214599
1066	0.4082195846
1067	0.4081673143
1068	0.4081464366
1069	0.408118301
1070	0.4080504161
1071	0.4080314881
1072	0.4079570265
1073	0.4079433339
1074	0.4078806471
1075	0.4078549401
1076	0.40783935
1077	0.4077344066
1078	0.4076988024
1079	0.4076565595
1080	0.4076420105
1081	0.4076211539
1082	0.4075461574
1083	0.4075058674
1084	0.4073769568
1085	0.407349504
1086	0.4073028533
1087	0.4072823211
1088	0.4072639842
1089	0.4071769943
1090	0.4071164449
1091	0.4070800004
1092	0.4070650334
1093	0.407047288
1094	0.4069847486
1095	0.4069699783
1096	0.4069526353
1097	0.4069117235
1098	0.4068304142
1099	0.4068124567
1100	0.4067441036
1101	0.4067172771
1102	0.4066331353
1103	0.4066034597
1104	0.4065187521
1105	0.4065070853
1106	0.4064591461
1107	0.4064310769
1108	0.4063743261
1109	0.4062953939
1110	0.4062201465
1111	0.4061688236
1112	0.4061312877
1113	0.4060894247
1114	0.4060756893
1115	0.4060610834
1116	0.4060035914
1117	0.405971551
1118	0.40592784
1119	0.4059126897
1120	0.4058562068
1121	0.4058316706
1122	0.4058185396
1123	0.4057716196
1124	0.4056839417
1125	0.4056370621
1126	0.4055990223
1127	0.4055467031
1128	0.4055194632
1129	0.4054607651
1130	0.4053743972
1131	0.4053580896
1132	0.4053232295
1133	0.405263926
1134	0.4052536499
1135	0.4051734946
1136	0.405071156
1137	0.4050413843
1138	0.4050112354
1139	0.4049669422
1140	0.404928713
1141	0.4048531824
1142	0.4047573064
1143	0.404683051
1144	0.4046166638
1145	0.4045613789
1146	0.4045362476
1147	0.4044700804
1148	0.4043885012
1149	0.4042855843
1150	0.4042579405
1151	0.4042413057
1152	0.4042247925
1153	0.4041734499
1154	0.4041600612
1155	0.4040955585
1156	0.4040794934
1157	0.4040035197
1158	0.4039528665
1159	0.4039167528
1160	0.403836697
1161	0.4038221551
1162	0.4037595616
1163	0.4037301772
1164	0.4036755358
1165	0.4036279318
1166	0.40353935
1167	0.4035110068
1168	0.4034235521
1169	0.4034071351
1170	0.4033732245
1171	0.4032873447
1172	0.4032042656
1173	0.4031879444
1174	0.4031359212
1175	0.4031130955
1176	0.4030815248
1177	0.4030588577
1178	0.4029645101
1179	0.4028857877
1180	0.4028671506
1181	0.4028160928
1182	0.4027905069
1183	0.4027725704
1184	0.4027282092
1185	0.4027118743
1186	0.402694987
1187	0.4026050392
1188	0.4025888908
1189	0.4024817979
1190	0.4023785098
1191	0.4023258553
1192	0.4021942426
1193	0.4021176773
1194	0.4020585733
1195	0.4020207979
1196	0.4020061236
1197	0.4019371265
1198	0.4019221372
1199	0.4018313686
1200	0.4018187605
1201	0.4018052572
1202	0.4017591419
1203	0.4017002682
1204	0.401641434
1205	0.4015578103
1206	0.4014971554
1207	0.4014625483
1208	0.4014375034
1209	0.4013332469
1210	0.401280867
1211	0.4012648357
1212	0.4012406472
1213	0.4012026962
1214	0.4011791514
1215	0.4011014538
1216	0.401062472
1217	0.4010413556
1218	0.4010044371
1219	0.4009617829
1220	0.4009073787
1221	0.40082178
1222	0.4007764831
1223	0.4006639271
1224	0.4006345405
1225	0.4006198256
1226	0.4005312549
1227	0.4005115305
1228	0.4004023408
1229	0.4003520962
1230	0.400308722
1231	0.4002291498
1232	0.400151817
1233	0.4001134048
1234	0.40004484
1235	0.4000323336
1236	0.3999690266
1237	0.3999457727
1238	0.399861906
1239	0.399795129
1240	0.3997524765
1241	0.3996998235
1242	0.3996841849
1243	0.3996670261
1244	0.3996373656
1245	0.3996028744
1246	0.3995900581
1247	0.3994483378
1248	0.3994333631
1249	0.3993571085
1250	0.3993446354
1251	0.3993030619
1252	0.3992726842
1253	0.399223797
1254	0.3992047236
1255	0.3991891623
1256	0.3991752084
1257	0.3991383156
1258	0.3991232707
1259	0.399090159
1260	0.3990151829
1261	0.3989487554
1262	0.398931775
1263	0.3988958655
1264	0.3988724262
1265	0.3987879729
1266	0.398762719
1267	0.3987253442
1268	0.3986551729
1269	0.3986012677
1270	0.3985877348
1271	0.398573685
1272	0.3985472258
1273	0.3984566532
1274	0.3983823195
1275	0.398360229
1276	0.3982582949
1277	0.3982041977
1278	0.3981228614
1279	0.3981092582
1280	0.3980652637
1281	0.398026159
1282	0.3979303977
1283	0.3978671466
1284	0.397802609
1285	0.397739582
1286	0.3976750848
1287	0.3975959429
1288	0.397549869
1289	0.3975204034
1290	0.397444126
1291	0.3974327699
1292	0.3973373281
1293	0.3972960034
1294	0.3972406814
1295	0.3972274789
1296	0.3971840225
1297	0.3970872869
1298	0.3970080763
1299	0.3969669697
1300	0.3969448803
1301	0.3969079221
1302	0.3968772272
1303	0.3968171631
1304	0.3967825377
1305	0.3967509584
1306	0.3967205386
1307	0.3966133805
1308	0.3965768622
1309	0.3965451875
1310	0.3964498956
1311	0.3964357882
1312	0.3963514355
1313	0.3963380964
1314	0.3962751574
1315	0.3961986974
1316	0.3961533108
1317	0.3960858422
1318	0.3960568448
1319	0.3959330521
1320	0.3958876211
1321	0.3958272484
1322	0.3957713744
1323	0.3956793376
1324	0.3956525885
1325	0.3956132951
1326	0.3955369702
1327	0.3955041875
1328	0.3954406055
1329	0.39539753
1330	0.3953260229
1331	0.3952935332
1332	0.3952539759
1333	0.3952041652
1334	0.3951725477
1335	0.3951485107
1336	0.3950941005
1337	0.3950373649
1338	0.3950128369
1339	0.3948822436
1340	0.3948695821
1341	0.3948126522
1342	0.3947977448
1343	0.3947747357
1344	0.3947554936
1345	0.3946787949
1346	0.3946537997
1347	0.3946245596
1348	0.3946034202
1349	0.3945774921
1350	0.3945334778
1351	0.394512286
1352	0.3945007789
1353	0.3944878523
1354	0.3944037352
1355	0.3943724703
1356	0.3942887787
1357	0.3942545186
1358	0.3942210009
1359	0.3941542376
1360	0.3940656094
1361	0.3940048195
1362	0.3939401405
1363	0.3938980208
1364	0.3938276145
1365	0.3937375454
1366	0.3936390385
1367	0.3936243413
1368	0.3935136254
1369	0.3934763638
1370	0.3934352902
1371	0.3934010388
1372	0.3933538386
1373	0.3933274452
1374	0.39319405
1375	0.3931434691
1376	0.3931136153
1377	0.3930519796
1378	0.3929690836
1379	0.3929274023
1380	0.3929068419
1381	0.3928703416
1382	0.3928270522
1383	0.3928041436
1384	0.3927826356
1385	0.3927685583
1386	0.3927314178
1387	0.3926421507
1388	0.3926118161
1389	0.3925721253
1390	0.3925242903
1391	0.3925003306
1392	0.3924678745
1393	0.3924533512
1394	0.3924384065
1395	0.3924141019
1396	0.3923681615
1397	0.3923315607
1398	0.3922936325
1399	0.3921931171
1400	0.3921511322
1401	0.3921076016
1402	0.3920375249
1403	0.391953652
1404	0.3919447113
1405	0.3918764887
1406	0.3918624924
1407	0.3918352208
1408	0.3917426408
1409	0.3916425268
1410	0.3916094771
1411	0.3915538938
1412	0.3914780464
1413	0.3914070565
1414	0.3913121509
1415	0.3911963246
1416	0.3911708827
1417	0.3910883389
1418	0.3910677537
1419	0.3910545516
1420	0.3909891295
1421	0.390953803
1422	0.3909398845
1423	0.3909042139
1424	0.3908903928
1425	0.3908762829
1426	0.3908240942
1427	0.3907824378
1428	0.3906843155
1429	0.3906738765
1430	0.3906601873
1431	0.3906097944
1432	0.3905968439
1433	0.3905837986
1434	0.3905349675
1435	0.3905155363
1436	0.39044927
1437	0.3904380386
1438	0.3903811897
1439	0.3903673945
1440	0.3903145937
1441	0.3902714743
1442	0.390243871
1443	0.3902124487
1444	0.3901956249
1445	0.3901192326
1446	0.3900763748
1447	0.3900302805
1448	0.3900152211
1449	0.3899994744
1450	0.3899341495
1451	0.3899200798
1452	0.3899062496
1453	0.3898394912
1454	0.3897801036
1455	0.389760282
1456	0.3896989234
1457	0.3896869696
1458	0.3895945464
1459	0.3895828039
1460	0.3894903217
1461	0.3894796397
1462	0.3894226617
1463	0.3893812598
1464	0.3893396801
1465	0.3892672864
1466	0.3892456174
1467	0.3891671751
1468	0.3891528339
1469	0.3891119178
1470	0.389042963
1471	0.3890250239
1472	0.3889662302
1473	0.3889034384
1474	0.3888356832
1475	0.3887637244
1476	0.3887077215
1477	0.3886771599
1478	0.3886556966
1479	0.3885565096
1480	0.3885377777
1481	0.388467886
1482	0.3883874319
1483	0.3883713922
1484	0.3883067971
1485	0.388265328
1486	0.3881668586
1487	0.3880931256
1488	0.3880476163
1489	0.3879483393
1490	0.3879157579
1491	0.3878985027
1492	0.3878532228
1493	0.3877954604
1494	0.3877856125
1495	0.3877505208
1496	0.3876997887
1497	0.3876489084
1498	0.3875634987
1499	0.3875345343
1500	0.3874592418
1501	0.3874315682
1502	0.3873677258
1503	0.3873462508
1504	0.3873154221
1505	0.3872979836
1506	0.387235048
1507	0.3871759476
1508	0.3871125653
1509	0.3870991333
1510	0.3870238452
1511	0.3869933089
1512	0.386967079
