iter	Logloss
0	0.6776663987
100	0.5912099385
200	0.5826774485
300	0.5775729573
400	0.5737689489
500	0.5705921108
600	0.5676650391
700	0.5651892419
800	0.5627960643
900	0.5604663028
999	0.5583951716
